Manufacturer 1,Manufacturer 2,Manufacturer 3,Manufacturer 4,Manufacturer 5,y_true,reader_score
0.01,0.0185,0.101558,0.0014,0.01,0,0
0.07,0.51862,0.347906,0.0077,0.16,0,0
0.31,0.89535,0.172998,0.0258,0.11,0,0
0.01,0.04718,0.08952,0.0038,0.02,0,0
0.02,0.51618,0.166705,0.0019,0.01,0,0
0.97,0.99989,0.907557,0.8096,0.74,0,1
0.03,0.06452,0.180733,0.023,0.02,0,0
0.74,0.99913,0.677222,0.9522,0.71,0,1
0.85,0.9983,0.793446,0.5694,0.68,0,1
0.59,0.49913,0.449163,0.6681,0.55,0,1
0.01,0.69845,0.133458,0.0602,0.02,0,0
0.01,0.08208,0.0975381,0.0043,0.15,0,0
0.02,0.6692600000000001,0.103299,0.2153,0.05,0,0
0.98,0.99974,0.867094,0.9949,0.93,1,1
0.01,0.0130599999999999,0.137114,0.0044,0.02,0,0
0.02,0.00501,0.086421,0.0172,0.02,0,0
0.98,0.9922,0.545484,0.855,0.68,1,1
0.03,0.82478,0.318635,0.0045,0.05,0,0
0.8,0.99755,0.4166510000000001,0.6606000000000001,0.22,0,1
0.04,0.00942,0.125911,0.066,0.02,0,0
0.07,0.33004,0.245807,0.0059,0.07,0,0
0.08,0.27843,0.130796,0.0509,0.28,0,0
0.1,0.10662,0.0916164,0.0934,0.01,0,0
0.01,0.1357799999999999,0.150845,0.0302,0.02,0,0
0.04,0.85296,0.553614,0.0476999999999999,0.41,1,0
0.01,0.00954,0.164123,0.0304,0.06,0,0
0.01,0.02499,0.141816,0.0113,0.04,0,0
0.8,0.98145,0.3531069999999999,0.6026,0.36,0,1
0.88,0.99989,0.8157420000000001,0.7037,0.67,1,1
0.02,0.16779,0.122071,0.0226,0.02,0,0
0.03,0.0056,0.1282829999999999,0.0507,0.03,0,0
0.43,0.98207,0.3269309999999999,0.8911,0.16,0,1
0.88,0.99921,0.6484789999999999,0.5347,0.77,0,1
0.96,0.99862,0.664384,0.9948,0.93,1,1
0.01,0.01258,0.165743,0.0304,0.01,0,0
0.01,0.25426,0.116366,0.0075,0.02,0,0
0.09,0.69408,0.113788,0.0501,0.16,0,1
0.58,0.99839,0.663223,0.6718999999999999,0.84,1,0
0.72,0.99113,0.489176,0.615,0.87,0,1
0.0,0.0072099999999999,0.0887699,0.1158,0.02,0,0
0.03,0.35679,0.4259770000000001,0.0495,0.06,0,0
0.01,0.0606,0.108015,0.0045,0.01,0,0
0.0,0.01585,0.179967,0.0035,0.02,0,0
0.77,0.99904,0.668611,0.5848,0.82,0,1
0.01,0.0054299999999999,0.147535,0.0041,0.03,0,0
0.86,0.99852,0.749037,0.7938,0.62,0,1
0.62,0.9004700000000001,0.339379,0.0782,0.33,0,1
0.03,0.42365,0.224706,0.0074,0.03,0,0
0.01,0.27863,0.084381,0.1626,0.03,0,0
0.11,0.96056,0.5403899999999999,0.3277,0.21,0,0
0.9,0.99669,0.562826,0.9546,0.83,0,1
0.98,1.0,0.7531990000000001,0.9977,0.93,1,1
0.01,0.04803,0.0858241999999999,0.0256,0.1,0,0
0.06,0.33534,0.273622,0.0051,0.03,0,0
0.98,0.97234,0.5846180000000001,0.9948,0.92,1,1
0.03,0.42122,0.160983,0.0034,0.15,0,0
0.05,0.0072699999999999,0.0882187,0.0091,0.03,0,0
0.02,0.7001899999999999,0.268503,0.0712,0.06,0,1
0.69,0.7591100000000001,0.598286,0.6142,0.69,0,1
0.3,0.99701,0.525159,0.1314,0.31,0,1
0.25,0.99704,0.488089,0.4381,0.42,0,1
0.01,0.01327,0.115691,0.0097,0.02,0,0
0.43,0.42493,0.165546,0.1308,0.1,0,0
0.01,0.00632,0.149917,0.1961,0.02,0,0
0.02,0.02672,0.0900263999999999,0.0125,0.01,0,0
0.01,0.01424,0.0927095,0.0053,0.03,0,0
0.02,0.02806,0.135263,0.0297,0.03,0,0
0.92,0.96369,0.341448,0.9361,0.84,0,1
0.01,0.03548,0.0983205,0.0012,0.01,0,0
0.52,0.32003,0.270574,0.3501,0.44,1,1
0.02,0.03447,0.0956921,0.0632,0.02,0,0
0.02,0.19902,0.163453,0.0449,0.02,0,0
0.96,0.99928,0.585755,0.9251,0.96,1,1
0.01,0.01014,0.101412,0.0048,0.01,0,0
0.46,0.99186,0.516977,0.8339,0.23,0,0
0.9,0.9998200000000002,0.87879,0.3745000000000001,0.42,0,1
0.01,0.0338,0.109722,0.1105,0.02,0,0
0.97,0.99915,0.7294579999999999,0.9941,0.93,1,1
0.19,0.02965,0.303785,0.0492,0.13,0,0
0.0,0.00556,0.107316,0.0154,0.03,0,0
0.01,0.01705,0.179813,0.034,0.02,0,0
0.0,0.00814,0.119777,0.0081,0.01,0,0
0.94,0.99993,0.8220839999999999,0.9837,0.89,0,1
0.41,0.8629399999999999,0.201601,0.3642,0.18,0,1
0.93,0.99989,0.7390479999999999,0.9743,0.89,1,1
0.01,0.05766,0.1541489999999999,0.0273,0.12,0,0
0.0,0.0075599999999999,0.0904227,0.0184,0.01,0,0
0.99,0.99962,0.6981919999999999,0.9946,0.94,1,1
0.01,0.08186,0.0957647,0.047,0.01,0,0
0.01,0.04953,0.171376,0.0163999999999999,0.02,0,0
0.39,0.9048,0.665248,0.4121,0.23,0,1
0.02,0.06466,0.15147,0.1478,0.02,0,0
0.18,0.22639,0.126974,0.0378,0.02,0,0
0.01,0.07872,0.1603349999999999,0.0256,0.02,0,0
0.71,0.99687,0.6487080000000001,0.9495,0.59,0,1
0.27,0.94589,0.3407429999999999,0.2208,0.18,0,0
0.99,0.99996,0.865231,0.9939,0.91,1,1
0.02,0.14365,0.1608359999999999,0.0886,0.02,0,0
0.05,0.9994,0.6762739999999999,0.8395,0.6,0,1
0.88,0.99937,0.5415300000000001,0.6188,0.65,0,1
0.17,0.8716700000000001,0.6102150000000001,0.3203,0.1,0,0
0.95,0.99986,0.8447040000000001,0.9322,0.9,1,1
0.86,0.99996,0.781359,0.5744,0.51,0,1
0.02,0.0053,0.101888,0.0856,0.02,0,0
0.77,0.99935,0.8579439999999999,0.895,0.63,0,1
0.02,0.18752,0.229093,0.0449,0.38,0,0
0.81,0.99258,0.635502,0.2059,0.28,0,1
0.99,0.99722,0.632021,0.8955,0.81,1,1
0.56,0.96337,0.388819,0.1764,0.06,0,1
0.9,0.99896,0.7474200000000001,0.7981999999999999,0.84,1,1
0.98,0.9992299999999998,0.80518,0.9877,0.9,1,1
0.0,0.1343,0.1024349999999999,0.0024,0.01,0,0
0.05,0.00989,0.0976532,0.0059,0.02,0,0
0.97,0.99993,0.73474,0.9783,0.96,1,1
0.03,0.20586,0.132563,0.06,0.04,0,0
0.95,0.99964,0.80612,0.994,0.95,1,1
0.84,0.85713,0.268414,0.3741,0.33,0,0
0.79,0.9997,0.830875,0.1306,0.73,0,1
0.9,0.99551,0.8116540000000001,0.8066,0.85,0,1
0.03,0.5966,0.195812,0.0691,0.03,0,0
0.67,0.99895,0.56524,0.1568999999999999,0.55,0,1
0.03,0.7688200000000001,0.272819,0.1877,0.03,0,0
0.03,0.0104,0.0934581,0.0103,0.02,0,0
0.03,0.0056399999999999,0.120128,0.0006,0.01,0,1
0.79,0.9996,0.663259,0.639,0.75,0,1
0.63,0.995,0.550639,0.4778,0.67,0,1
0.02,0.00962,0.0710324,0.002,0.02,0,0
0.04,0.36702,0.281472,0.0315,0.1,0,0
0.55,0.98061,0.598565,0.2138,0.43,0,1
0.04,0.25755,0.202009,0.1236,0.59,1,1
0.05,0.7808700000000001,0.160539,0.0089,0.03,0,0
0.17,0.96163,0.2168639999999999,0.1739,0.26,0,1
0.4,0.99235,0.51774,0.2883,0.53,0,1
0.01,0.03218,0.25656,0.0074,0.04,0,0
0.85,0.99978,0.773648,0.9726,0.84,1,1
0.88,0.96877,0.220155,0.7445,0.47,0,1
0.93,0.87287,0.625907,0.7696999999999999,0.42,0,1
0.01,0.23827,0.239358,0.0043,0.03,0,0
0.02,0.05355,0.405902,0.0635,0.11,0,0
0.96,0.98844,0.371053,0.9788,0.65,1,0
0.83,0.9864,0.4446859999999999,0.858,0.86,1,1
0.99,0.99984,0.8280420000000001,0.9953,0.93,1,1
0.95,0.9179,0.777975,0.9746,0.9,0,1
0.67,0.9942299999999998,0.5776140000000001,0.3374,0.49,0,1
0.76,0.99975,0.5892350000000001,0.2628,0.51,0,1
0.89,0.99971,0.8381360000000001,0.5123,0.82,0,1
0.5,0.9779799999999998,0.6595880000000001,0.4255,0.43,0,0
0.29,0.71619,0.263922,0.005,0.17,0,0
0.28,0.5341199999999999,0.120149,0.0062,0.03,0,0
0.01,0.00807,0.102879,0.0679,0.02,0,0
0.01,0.00834,0.0963831,0.0204,0.01,0,0
0.7,0.99748,0.379802,0.4948,0.58,0,1
0.87,0.9996700000000002,0.800193,0.9252,0.75,0,1
0.92,0.99873,0.6841149999999999,0.9885,0.9,1,1
0.48,0.97238,0.433329,0.1552,0.31,0,1
0.01,0.0316,0.1292589999999999,0.0188,0.03,0,0
0.03,0.02573,0.275259,0.01,0.04,0,0
0.97,0.99998,0.6912990000000001,0.9694,0.91,1,1
0.88,0.99955,0.734348,0.6285000000000001,0.73,0,1
0.0,0.02012,0.0805707,0.0156,0.03,0,0
0.02,0.08892,0.2092989999999999,0.0387,0.03,0,0
0.64,0.99517,0.468499,0.268,0.55,0,0
0.02,0.22013,0.220769,0.1559,0.06,0,0
0.01,0.0091,0.123044,0.0093,0.02,0,0
0.28,0.8748100000000001,0.349629,0.2123,0.19,0,0
0.03,0.40103,0.175787,0.3337,0.02,0,0
0.09,0.98463,0.488068,0.0075,0.14,0,0
0.97,0.99999,0.8823219999999999,0.8619,0.93,1,1
0.43,0.99831,0.604819,0.4827,0.53,0,1
0.84,0.99951,0.6451640000000001,0.5498,0.63,0,0
0.0,0.0541299999999999,0.119753,0.0139,0.01,0,0
0.96,0.99988,0.837951,0.997,0.95,1,1
0.87,0.99961,0.686049,0.8946,0.78,1,1
0.84,0.8809299999999999,0.533834,0.1214,0.47,0,0
0.01,0.05752,0.0798608,0.0206,0.05,0,0
0.01,0.03386,0.0983422,0.0433,0.02,0,0
0.01,0.12878,0.0953562,0.032,0.03,0,0
0.03,0.00788,0.109925,0.0619,0.02,0,0
0.91,0.76932,0.18979,0.1664999999999999,0.08,0,0
0.28,0.97255,0.340474,0.0088,0.36,0,1
0.23,0.98424,0.4654279999999999,0.1974,0.5,0,0
0.66,0.99318,0.71825,0.359,0.38,0,0
0.97,0.99929,0.7271270000000001,0.9248,0.79,1,1
0.07,0.60852,0.183359,0.0147,0.07,0,0
0.85,0.99592,0.6619149999999999,0.6518,0.84,0,1
0.02,0.00611,0.059297,0.0119,0.02,0,0
0.01,0.5537,0.12969,0.005,0.04,0,0
0.84,0.90381,0.62488,0.0564,0.18,0,0
0.01,0.30372,0.156896,0.0116,0.02,0,0
0.99,0.99641,0.768442,0.9578,0.84,1,1
0.1,0.78291,0.11193,0.0194,0.03,0,0
0.01,0.01432,0.133736,0.0132,0.03,0,0
0.82,0.99559,0.688994,0.7987000000000001,0.55,0,1
0.04,0.3268,0.194875,0.0725,0.04,0,0
0.66,0.95252,0.31204,0.4642,0.53,0,1
0.91,0.99996,0.8706870000000001,0.966,0.74,0,1
0.01,0.1629,0.0792124999999999,0.1182,0.01,0,0
0.94,0.99989,0.8420839999999999,0.9727,0.87,1,1
0.31,0.98278,0.28568,0.5976,0.73,0,1
0.88,0.96976,0.390303,0.5542,0.55,0,0
0.04,0.99999,0.796391,0.9224,0.89,0,1
0.85,0.99862,0.406373,0.8926999999999999,0.75,0,1
0.79,0.97779,0.329811,0.5535,0.6,1,0
0.04,0.00758,0.0837554,0.0116,0.01,0,0
0.86,0.99842,0.6878810000000001,0.4473,0.8,0,1
0.94,0.9991,0.771383,0.2554,0.8,0,0
0.81,0.60416,0.4466790000000001,0.9734,0.57,0,0
0.49,0.92,0.507563,0.047,0.44,0,0
1.0,1.0,0.919909,0.9818,0.96,1,1
0.81,0.99345,0.72315,0.8633,0.38,0,1
0.01,0.02848,0.111928,0.0126,0.02,0,0
0.98,0.99999,0.8300379999999999,0.9724,0.95,1,1
0.96,0.9269,0.482622,0.7109000000000001,0.86,1,1
0.01,0.01702,0.100812,0.0148,0.01,0,0
0.04,0.03423,0.0932236,0.0551,0.02,0,0
0.03,0.01315,0.1284539999999999,0.0111,0.17,0,0
0.27,0.97881,0.234246,0.5138,0.69,0,0
0.34,0.98248,0.4641360000000001,0.0663,0.26,0,1
0.58,0.92219,0.291437,0.5429999999999999,0.73,0,1
0.88,0.99818,0.647679,0.9842,0.76,0,1
0.01,0.0234699999999999,0.0927876,0.2983,0.01,0,0
0.04,0.27922,0.12445,0.0066,0.08,0,0
0.93,0.99953,0.8633270000000001,0.7988,0.82,0,1
0.04,0.04548,0.0877228999999999,0.0215,0.03,0,1
0.91,0.99078,0.364503,0.9829,0.46,1,1
0.98,0.99845,0.8040959999999999,0.9953,0.86,1,1
0.7,0.43889,0.5203939999999999,0.8011,0.78,1,1
0.01,0.34104,0.230003,0.0568,0.05,0,0
0.05,0.1767599999999999,0.186408,0.0782,0.1,0,0
0.01,0.15093,0.20805,0.0159,0.02,0,0
0.45,0.82116,0.144927,0.0476999999999999,0.12,0,1
0.87,0.99973,0.755214,0.7170000000000001,0.84,1,1
0.61,0.93485,0.4499229999999999,0.3617,0.34,0,0
0.94,0.99978,0.609019,0.5964,0.87,0,1
0.54,0.99479,0.8369989999999999,0.9188,0.8,0,1
0.09,0.6697399999999999,0.189308,0.2598,0.3,0,0
0.14,0.7398399999999999,0.131191,0.1983,0.06,0,1
0.86,0.99427,0.535509,0.9025,0.81,0,1
0.93,0.9996700000000002,0.641702,0.7823,0.78,0,1
0.46,0.9174,0.531397,0.841,0.76,0,0
0.01,0.00985,0.0821408,0.0771999999999999,0.02,0,0
0.94,0.99695,0.599896,0.983,0.93,1,1
0.85,0.99549,0.634998,0.4241,0.81,0,1
0.28,0.65252,0.233087,0.2897,0.2,0,0
0.78,0.99985,0.616853,0.6456000000000001,0.54,0,1
0.96,0.9991,0.8732219999999999,0.8771,0.75,0,1
0.11,0.93663,0.239878,0.1472,0.06,0,0
0.01,0.02104,0.182679,0.089,0.05,0,0
0.01,0.23886,0.220807,0.0099,0.03,0,0
0.35,0.82211,0.282629,0.3182,0.24,0,1
0.91,0.99914,0.612317,0.3118,0.75,0,1
0.15,0.21603,0.128298,0.1137,0.26,0,1
0.78,0.91628,0.570179,0.5846,0.82,0,0
0.01,0.07365,0.197206,0.332,0.02,0,0
0.61,0.99999,0.555172,0.68,0.84,0,1
0.81,0.99419,0.689826,0.1344999999999999,0.52,0,1
0.01,0.1161,0.103795,0.027,0.02,0,0
0.01,0.01479,0.149669,0.0056,0.02,0,0
0.98,0.99997,0.899602,0.996,0.97,1,1
0.01,0.22285,0.0787428999999999,0.026,0.03,0,0
0.91,0.99984,0.6606420000000001,0.988,0.93,0,1
0.96,0.9937200000000002,0.6404449999999999,0.962,0.75,1,1
0.87,0.99186,0.575576,0.8954000000000001,0.74,0,1
0.02,0.06642,0.286475,0.0418,0.04,0,0
0.06,0.8693299999999999,0.186776,0.0241,0.03,0,1
0.92,0.99849,0.8475490000000001,0.996,0.87,0,1
0.63,0.93571,0.294139,0.2717,0.36,0,1
0.97,0.98809,0.434949,0.9587,0.82,0,0
0.02,0.37135,0.0715376,0.0097,0.02,0,0
0.9,0.99974,0.786614,0.8683,0.59,0,1
0.04,0.01446,0.0934195,0.0521,0.01,0,0
0.94,0.99957,0.924158,0.8709,0.86,0,1
0.62,0.93068,0.596137,0.4727,0.35,0,0
0.02,0.00746,0.0881318999999999,0.0642,0.02,0,0
0.02,0.1802099999999999,0.0861859,0.0154,0.02,0,0
0.87,0.4209399999999999,0.282485,0.8914,0.65,1,1
0.01,0.21619,0.0698442,0.0144,0.01,0,0
0.9,0.99994,0.6630550000000001,0.8690000000000001,0.88,1,1
0.03,0.03677,0.0712097,0.0064,0.02,0,0
0.1,0.92316,0.179342,0.1762,0.35,0,1
0.01,0.02645,0.0842873999999999,0.0265,0.07,0,0
0.91,0.99955,0.383681,0.7751,0.47,0,1
0.99,0.99998,0.8574250000000001,0.978,0.9,1,1
0.01,0.03916,0.0991984,0.0097,0.03,0,0
0.01,0.01227,0.0864542,0.1179,0.03,0,0
0.01,0.08696,0.17398,0.0149,0.03,0,0
0.01,0.14529,0.181835,0.061,0.01,0,0
0.01,0.0072,0.0751671999999999,0.1167,0.03,0,0
0.01,0.01791,0.0832059,0.0089,0.01,0,0
0.94,0.99964,0.8210290000000001,0.9584,0.84,0,1
0.96,0.99994,0.8161,0.9937,0.97,1,1
0.04,0.74838,0.124812,0.0239,0.12,0,0
0.01,0.92306,0.184471,0.0396,0.03,0,0
0.26,0.97988,0.2877909999999999,0.1404,0.27,0,0
0.03,0.0160699999999999,0.0885343,0.2544,0.02,0,0
0.9,0.99768,0.640359,0.7877,0.85,0,1
0.26,0.90898,0.501379,0.0198,0.16,0,0
0.25,0.50967,0.239552,0.3143,0.53,0,1
0.31,0.8710399999999999,0.586631,0.0964,0.15,0,1
0.02,0.18672,0.118509,0.0365,0.03,0,0
0.91,0.99684,0.604608,0.4812,0.87,0,1
0.01,0.33568,0.0788451999999999,0.1358,0.02,0,0
0.09,0.39111,0.22525,0.0148,0.07,0,0
0.02,0.52522,0.144862,0.1925,0.02,0,0
0.86,0.99875,0.6654359999999999,0.9077,0.83,1,1
0.01,0.27061,0.129989,0.0635,0.02,0,0
0.96,0.99969,0.8411360000000001,0.993,0.92,1,1
0.47,0.90731,0.144681,0.0171,0.06,0,0
0.01,0.04192,0.152576,0.0282,0.01,0,0
0.01,0.02081,0.253146,0.0409,0.02,0,0
0.01,0.4169199999999999,0.0972729,0.0279,0.01,0,0
0.83,0.99885,0.5418970000000001,0.9377,0.81,1,1
0.85,0.99949,0.7787310000000001,0.8964,0.88,0,1
0.02,0.0087099999999999,0.13964,0.0513,0.02,0,0
0.97,0.99374,0.8617459999999999,0.5589999999999999,0.89,1,1
0.52,0.99008,0.630214,0.3706,0.63,0,0
0.0,0.00769,0.132226,0.0071,0.01,0,0
0.87,0.99861,0.58727,0.946,0.78,0,1
0.9,0.99897,0.59588,0.8744,0.93,0,1
0.01,0.14711,0.149142,0.0017,0.02,0,0
0.41,0.78597,0.330611,0.0992,0.32,0,1
0.02,0.01418,0.243055,0.027,0.05,0,0
0.59,0.98534,0.662904,0.9387,0.86,0,1
0.73,0.9888,0.4438189999999999,0.3429,0.64,0,0
0.35,0.23461,0.407977,0.5974,0.76,0,0
0.02,0.00491,0.133341,0.0657,0.02,0,0
0.68,0.7567699999999999,0.499276,0.1047,0.41,0,0
0.96,0.99893,0.6426890000000001,0.9886,0.92,0,1
0.04,0.01119,0.085894,0.0221,0.02,0,0
0.03,0.00477,0.0661043,0.0142,0.02,0,0
0.76,0.99666,0.6328280000000001,0.8391,0.88,0,1
0.01,0.01125,0.1060339999999999,0.001,0.02,0,0
0.93,0.99884,0.7062820000000001,0.984,0.93,1,1
0.02,0.11369,0.166831,0.1343,0.03,0,0
0.83,0.99702,0.365948,0.6303,0.86,1,1
0.01,0.1114099999999999,0.0789498999999999,0.0034,0.01,0,0
0.04,0.25829,0.1628389999999999,0.0252,0.03,0,0
0.8,0.97529,0.3598739999999999,0.441,0.49,0,1
0.08,0.12591,0.214418,0.1596,0.14,0,0
0.07,0.21844,0.245495,0.0282,0.18,0,0
0.54,0.36531,0.208055,0.0085,0.11,0,0
0.22,0.94588,0.266214,0.0434,0.23,0,1
0.02,0.02179,0.1136109999999999,0.0843,0.02,0,0
0.01,0.00773,0.0601345,0.001,0.01,0,0
0.03,0.01315,0.110233,0.0096,0.01,0,0
0.02,0.03202,0.0923502,0.0324,0.03,0,0
0.62,0.97588,0.696353,0.4066,0.5,0,0
0.43,0.72611,0.3204909999999999,0.0193,0.18,0,1
0.02,0.0527299999999999,0.324367,0.041,0.09,0,0
0.96,0.99995,0.8676709999999999,0.9967,0.9,1,1
0.02,0.0145699999999999,0.114839,0.1247,0.17,0,0
0.45,0.75146,0.342907,0.0885,0.56,0,0
0.02,0.12261,0.349835,0.1169,0.05,0,0
0.84,0.66435,0.100444,0.4698,0.88,0,1
0.98,0.99998,0.858668,0.9898,0.91,1,1
0.03,0.33275,0.1622779999999999,0.0247,0.03,0,0
0.01,0.15056,0.126576,0.0358,0.02,0,0
0.02,0.43271,0.112653,0.0027,0.03,0,0
0.01,0.08211,0.109786,0.0173,0.02,0,0
0.95,0.9988,0.839252,0.9949,0.92,1,1
0.87,0.99901,0.8205040000000001,0.5544,0.6,0,0
0.63,0.90275,0.29528,0.2046,0.38,0,0
0.1,0.5361699999999999,0.321976,0.0213,0.25,0,0
0.02,0.00674,0.1572599999999999,0.0095,0.02,0,0
0.96,0.99999,0.8354459999999999,0.9862,0.95,1,1
0.72,0.96818,0.574026,0.3975,0.73,1,0
0.01,0.08599,0.0774406,0.0095,0.02,0,0
0.93,0.99597,0.512095,0.979,0.82,1,1
0.98,0.99979,0.779076,0.8835999999999999,0.89,0,1
0.9,0.99645,0.6640989999999999,0.5337,0.79,0,1
0.9,0.9988,0.656439,0.9286,0.87,0,1
0.77,0.99856,0.536381,0.3786,0.23,0,0
0.96,0.99997,0.565222,0.9806,0.94,1,1
0.01,0.04875,0.118018,0.0369,0.01,0,0
0.79,0.99931,0.602791,0.9534,0.91,0,1
0.07,0.31244,0.265095,0.0263,0.06,0,1
0.01,0.01949,0.0814363,0.0669,0.03,0,0
0.7,0.9995,0.675765,0.6745,0.6,0,1
0.9,0.99979,0.7551519999999999,0.994,0.89,1,1
0.04,0.1384,0.165402,0.0123,0.08,0,0
0.02,0.00594,0.0960799999999999,0.0061,0.01,0,0
0.99,0.9997,0.8745919999999999,0.3625,0.84,1,1
0.01,0.04432,0.0899298,0.0037,0.01,0,0
0.07,0.6133299999999999,0.113909,0.224,0.08,0,0
0.2,0.69919,0.267544,0.1631,0.3,0,0
0.92,0.99995,0.7371110000000001,0.974,0.9,1,1
0.93,0.9998200000000002,0.8162170000000001,0.924,0.78,1,1
0.42,0.11485,0.097258,0.0578,0.03,0,0
0.12,0.61054,0.308108,0.0902,0.18,0,0
0.92,0.99994,0.666978,0.7259,0.91,0,1
0.88,0.99987,0.687036,0.5586,0.87,1,1
0.01,0.00594,0.0566692,0.005,0.01,0,0
0.02,0.41977,0.1405529999999999,0.037,0.02,0,0
0.79,0.99817,0.5396,0.1613,0.68,0,0
0.67,0.99817,0.500772,0.4608,0.43,1,0
0.99,0.99835,0.478444,0.9879,0.92,1,1
0.51,0.99842,0.4376850000000001,0.3655,0.58,0,0
0.93,0.99954,0.542964,0.9844,0.9,0,1
0.67,0.46955,0.144273,0.9687,0.36,0,1
0.01,0.05767,0.149243,0.0378,0.04,0,0
0.09,0.05937,0.212413,0.3168,0.03,0,1
0.7,0.42745,0.226407,0.4393,0.15,0,0
0.97,0.99994,0.709174,0.989,0.88,1,1
0.09,0.32098,0.212159,0.3883,0.06,0,0
0.04,0.0645299999999999,0.226843,0.0149,0.02,0,0
0.39,0.8797399999999999,0.666678,0.3561,0.43,0,0
0.01,0.02436,0.292694,0.0146,0.04,0,1
0.02,0.18085,0.10047,0.0702,0.02,0,0
0.05,0.01271,0.123976,0.0032,0.03,0,0
0.11,0.1368,0.20519,0.0357,0.3,0,1
0.13,0.92855,0.423882,0.2199,0.16,0,0
0.01,0.0587,0.127913,0.0053,0.06,0,0
0.02,0.01876,0.1511279999999999,0.1099,0.05,0,0
0.84,0.9913,0.513588,0.5131,0.45,0,0
0.03,0.41974,0.184895,0.1591,0.02,0,1
0.96,0.99977,0.814765,0.9543,0.94,1,1
0.04,0.3873300000000001,0.0601459,0.0069,0.02,0,0
0.13,0.52254,0.11801,0.0148,0.08,0,0
0.91,0.99858,0.614074,0.853,0.79,0,0
0.96,1.0,0.6684680000000001,0.9644,0.94,1,1
0.81,0.99785,0.5254829999999999,0.8626999999999999,0.77,0,1
0.1,0.93519,0.362726,0.2522,0.32,0,1
0.92,0.99995,0.651721,0.9963,0.92,1,1
0.85,0.99951,0.484374,0.9866,0.88,1,1
0.14,0.99973,0.0976333,0.5152,0.48,0,1
0.04,0.0721,0.114243,0.0135,0.03,0,0
0.01,0.01332,0.102212,0.0476999999999999,0.02,0,0
0.96,0.99999,0.7905150000000001,0.8814,0.49,0,1
0.69,0.95189,0.3019489999999999,0.9434,0.64,0,1
0.03,0.09049,0.130826,0.0664,0.01,0,0
0.26,0.6471300000000001,0.185686,0.0138,0.28,0,0
0.01,0.16521,0.11614,0.0448,0.02,0,0
0.86,0.99645,0.748746,0.8636,0.79,0,1
0.95,0.99999,0.741186,0.9906,0.96,0,1
0.95,0.99114,0.43553,0.9805,0.9,1,1
0.01,0.00534,0.0625086,0.002,0.01,0,0
0.21,0.63861,0.273335,0.0056999999999999,0.03,0,0
0.64,0.99229,0.6224459999999999,0.6836,0.41,0,1
0.76,0.95725,0.791655,0.9867,0.91,0,1
0.73,0.133,0.121709,0.016,0.12,0,1
0.73,0.99595,0.358556,0.8553000000000001,0.55,0,0
0.34,0.94347,0.328103,0.0113,0.24,0,1
0.81,0.97236,0.553068,0.9026,0.61,0,1
0.01,0.2905800000000001,0.193901,0.0354,0.02,0,0
0.47,0.98594,0.539146,0.6156,0.48,0,0
0.62,0.99829,0.540169,0.4599,0.43,0,1
0.77,0.99791,0.614384,0.8708,0.64,0,1
0.09,0.08315,0.141445,0.0444,0.05,0,0
0.9,0.99994,0.597748,0.9883,0.92,1,1
0.86,0.99991,0.7957810000000001,0.8195,0.59,0,1
0.01,0.26514,0.155414,0.0435,0.05,0,0
0.04,0.32871,0.297604,0.0037,0.04,0,0
0.01,0.0436,0.225263,0.0244,0.04,0,0
0.85,0.9993,0.648998,0.9794,0.92,0,1
0.06,0.0198,0.186777,0.1524,0.06,0,0
0.03,0.14465,0.1531529999999999,0.0062,0.03,0,0
0.33,0.93148,0.114798,0.2281,0.07,0,1
0.98,0.99984,0.697446,0.9915,0.89,1,1
0.03,0.99109,0.307265,0.2916,0.73,0,1
0.97,0.99999,0.8267680000000001,0.9004000000000001,0.93,1,1
0.01,0.18702,0.156401,0.0569,0.03,0,0
0.02,0.00744,0.106555,0.0034,0.02,0,0
0.38,0.62437,0.32771,0.347,0.48,0,1
0.01,0.17237,0.103616,0.0308,0.08,0,0
0.39,0.99516,0.378309,0.7565000000000001,0.52,0,0
0.9,0.99944,0.791606,0.9338,0.86,0,1
0.85,0.99884,0.5889979999999999,0.8687,0.85,1,1
0.84,0.70962,0.6575810000000001,0.0863,0.31,0,0
0.9,0.99926,0.659803,0.9552,0.64,0,1
0.03,0.04832,0.0754046,0.0157,0.05,0,0
0.86,0.97447,0.4142939999999999,0.2076,0.07,0,1
0.83,0.9909,0.554204,0.7511,0.65,0,1
0.71,0.97762,0.460676,0.038,0.29,0,1
0.03,0.21257,0.275383,0.1744,0.03,0,0
0.03,0.31734,0.130056,0.2434,0.09,0,0
0.11,0.5321600000000001,0.114028,0.0085,0.05,0,0
0.08,0.8664799999999999,0.16665,0.0069,0.02,0,0
0.04,0.26369,0.197581,0.0425,0.02,0,1
0.08,0.18993,0.0808736,0.0767,0.02,0,0
0.92,0.99543,0.467727,0.9762,0.55,0,1
0.87,0.99949,0.537834,0.8134,0.76,0,1
0.88,0.99979,0.722817,0.8994,0.75,0,1
0.97,0.99981,0.8919879999999999,0.9813,0.93,1,0
0.16,0.99809,0.0635951,0.0775,0.37,1,1
0.98,0.99977,0.8021729999999999,0.9867,0.9,0,1
0.96,0.99907,0.7314039999999999,0.9804,0.87,1,1
0.05,0.10442,0.106627,0.0109,0.02,0,0
0.92,0.99772,0.502237,0.7835,0.62,0,1
