Manufacturer 1,Manufacturer 2,Manufacturer 3,Manufacturer 4,Manufacturer 5,y_true,reader_score
0.95,0.99969,0.7871520000000001,0.976,0.87,0,1
0.95,0.99995,0.615082,0.9562,0.93,1,1
0.88,0.99989,0.70553,0.9592,0.59,0,1
0.67,0.99959,0.511945,0.6353,0.61,0,1
0.99,0.99996,0.824701,0.9983,0.95,1,1
0.02,0.99802,0.6889390000000001,0.6625,0.76,0,1
0.83,0.9979,0.7101069999999999,0.7444,0.63,0,1
0.43,0.96633,0.3225179999999999,0.0747,0.4,0,0
0.01,0.01862,0.1409359999999999,0.0747,0.02,0,0
0.04,0.99891,0.8116030000000001,0.9965,0.92,0,1
0.85,0.99264,0.5184350000000001,0.9844,0.65,0,1
0.94,0.99976,0.6378050000000001,0.9314,0.89,0,1
0.04,0.97323,0.329758,0.4254,0.84,1,1
0.05,0.07625,0.380981,0.4883,0.13,0,1
0.89,0.99977,0.7863800000000001,0.9744,0.76,0,1
0.01,0.01993,0.079179,0.0577,0.01,0,0
0.19,0.20274,0.127495,0.0151,0.17,0,0
0.61,0.9421700000000002,0.4185370000000001,0.1426,0.21,0,1
0.76,0.01084,0.0932417,0.0228,0.02,0,0
0.03,0.01919,0.118177,0.02,0.02,0,0
0.02,0.02528,0.320299,0.0343,0.06,0,0
0.99,0.99986,0.8407519999999999,0.8556,0.91,1,1
0.43,0.44039,0.308784,0.0204,0.07,0,0
0.26,0.95459,0.2342989999999999,0.4063000000000001,0.44,0,1
0.85,0.9976,0.658375,0.453,0.76,0,1
0.14,0.09361,0.103604,0.0119,0.02,0,1
0.01,0.01444,0.121623,0.0095,0.01,0,0
0.86,0.9821,0.5474680000000001,0.7502,0.73,0,1
0.75,0.9829,0.447671,0.0496,0.18,1,1
0.91,0.99987,0.63488,0.6456999999999999,0.81,0,1
0.61,0.92319,0.318873,0.0456,0.22,0,0
0.95,0.9836399999999998,0.584679,0.9127,0.92,1,1
0.88,0.99975,0.846571,0.6559999999999999,0.79,0,1
0.99,0.99997,0.8714069999999999,0.9572,0.95,1,1
0.97,0.9987200000000002,0.8096869999999999,0.1503999999999999,0.76,0,1
0.32,0.00893,0.0730893999999999,0.1128,0.13,0,0
0.98,0.99808,0.677071,0.9766,0.88,1,1
0.04,0.00718,0.147679,0.0167,0.03,0,0
0.07,0.31083,0.175252,0.0146,0.04,0,0
0.77,0.9968,0.596205,0.6354,0.74,0,1
0.9,0.99843,0.61869,0.9955,0.88,0,1
0.93,0.99908,0.636171,0.9554,0.58,1,1
0.32,0.70895,0.234762,0.0715,0.19,0,0
0.19,0.90341,0.204297,0.3885,0.45,0,1
0.04,0.0292,0.1297819999999999,0.2744,0.04,0,0
0.69,0.99951,0.647759,0.1098,0.18,0,1
0.14,0.92738,0.402529,0.0554,0.76,0,0
0.02,0.19968,0.226712,0.0965,0.07,0,0
0.13,0.97004,0.282087,0.2124,0.28,0,0
0.01,0.00931,0.0964603,0.0094,0.01,0,0
0.02,0.00559,0.232409,0.0255,0.02,0,0
0.01,0.00997,0.218159,0.0248,0.02,0,0
0.01,0.01249,0.0705528,0.0035,0.01,0,0
0.38,0.98081,0.7398060000000001,0.121,0.27,0,0
0.37,0.99503,0.347771,0.2251,0.78,0,1
0.02,0.01534,0.201467,0.0642,0.02,0,0
0.99,0.9997,0.864791,0.9989,0.95,1,1
0.25,0.25629,0.323974,0.0531,0.04,0,0
0.57,0.99934,0.75355,0.8617,0.87,0,0
0.88,0.99773,0.697685,0.8402,0.8,1,1
0.03,0.38987,0.116663,0.1841,0.27,0,0
0.9,0.99965,0.771296,0.4975,0.74,0,1
0.02,0.33974,0.081949,0.0089,0.02,0,1
0.66,0.97707,0.638651,0.7156999999999999,0.31,0,1
0.95,0.99992,0.891179,0.9934,0.92,1,1
0.31,0.8952399999999999,0.245876,0.0302,0.12,0,0
0.04,0.00935,0.0772539999999999,0.0056999999999999,0.03,0,0
0.01,0.01809,0.16932,0.0266,0.07,0,0
0.3,0.99867,0.10674,0.5573,0.76,0,0
0.08,0.04192,0.103948,0.0067,0.04,0,0
0.99,0.99998,0.8241679999999999,0.9793,0.88,0,1
0.1,0.6403300000000001,0.412266,0.0121,0.03,0,0
0.12,0.97352,0.334333,0.0151,0.36,0,0
0.86,0.99706,0.608575,0.9868,0.9,0,1
0.95,0.99198,0.754201,0.9873,0.93,0,0
0.7,0.9773200000000002,0.5227890000000001,0.9749,0.62,0,1
0.44,0.54073,0.2786369999999999,0.2164,0.06,0,0
0.06,0.03604,0.093105,0.1041,0.03,0,0
0.98,0.99893,0.796054,0.9731,0.92,0,1
0.03,0.07692,0.150941,0.0406,0.09,0,0
0.02,0.01523,0.124689,0.023,0.17,0,0
0.31,0.99085,0.3296429999999999,0.7040000000000001,0.35,0,1
0.03,0.5550999999999999,0.147019,0.0466,0.15,0,0
0.72,0.95005,0.7033429999999999,0.4304,0.25,0,1
0.03,0.01991,0.146218,0.1844,0.04,0,0
0.99,0.99616,0.7338720000000001,0.999,0.81,0,1
0.03,0.99992,0.835327,0.8751000000000001,0.78,0,1
0.01,0.0663299999999999,0.12273,0.0433,0.02,0,0
0.87,0.81771,0.283202,0.9867,0.78,1,1
0.01,0.00842,0.1678869999999999,0.0478,0.02,0,0
0.73,0.99064,0.6349560000000001,0.3556,0.7,0,0
0.86,0.99425,0.531471,0.3106,0.45,0,1
0.03,0.82471,0.233524,0.0123,0.09,0,0
0.05,0.94628,0.100204,0.0382,0.02,0,0
0.1,0.96946,0.426043,0.4782,0.43,0,1
0.79,0.97688,0.702091,0.7058,0.72,1,1
0.04,0.98351,0.449611,0.2705,0.7,0,1
0.04,0.11787,0.142173,0.0257,0.02,0,0
0.01,0.01423,0.2294639999999999,0.0452,0.07,0,0
0.02,0.30696,0.145251,0.0102,0.23,0,0
0.01,0.05148,0.169061,0.0039,0.19,0,0
0.01,0.05419,0.198039,0.0574,0.02,0,0
0.53,0.9709299999999998,0.490256,0.3643,0.16,0,1
0.64,0.4430399999999999,0.377721,0.1024,0.22,0,1
0.39,0.76566,0.13562,0.0614,0.11,0,1
0.95,0.99999,0.7698999999999999,0.9937,0.88,1,1
0.09,0.7551899999999999,0.263255,0.0322,0.26,0,1
0.01,0.02815,0.140447,0.0151,0.01,0,0
0.36,0.72247,0.304902,0.4363,0.75,0,1
0.03,0.00804,0.111693,0.0319,0.02,0,0
0.79,0.99799,0.449798,0.424,0.71,0,1
0.36,0.74158,0.1874819999999999,0.1352,0.06,0,0
0.68,0.99216,0.645204,0.4952,0.51,0,1
0.84,0.8311299999999999,0.650039,0.4648,0.7,0,1
0.93,0.99849,0.263115,0.6709999999999999,0.36,0,1
0.08,0.18516,0.217705,0.0131,0.05,0,0
0.83,0.9951,0.688712,0.8925,0.61,0,1
0.41,0.99308,0.551186,0.5649000000000001,0.61,0,0
0.99,1.0,0.8301299999999999,0.9952,0.89,1,0
0.9,0.9999,0.7874939999999999,0.8067,0.92,0,1
0.01,0.00597,0.159288,0.0048,0.01,0,0
0.96,0.99825,0.6917949999999999,0.4586,0.68,1,1
0.01,0.04465,0.116876,0.0211,0.02,0,0
0.06,0.01859,0.0861327,0.0451,0.02,0,0
0.08,0.0875399999999999,0.126604,0.0105,0.11,0,0
0.02,0.8764399999999999,0.326427,0.1038,0.14,0,0
0.28,0.85083,0.724815,0.0108,0.67,1,0
0.99,0.99992,0.870761,0.9893,0.89,1,1
0.77,0.12983,0.114301,0.0964,0.1,0,0
0.91,0.95748,0.174782,0.0612,0.76,1,1
0.23,0.97982,0.223426,0.0654,0.37,0,0
0.71,0.99066,0.802499,0.7268000000000001,0.56,0,0
0.58,0.98701,0.390835,0.0216,0.22,0,0
0.03,0.46692,0.120529,0.0079,0.02,0,0
0.08,0.19935,0.241577,0.0099,0.04,0,0
0.93,0.9997,0.816721,0.9423,0.9,1,1
0.07,0.90239,0.684871,0.0342,0.1,0,0
0.01,0.1516499999999999,0.1502919999999999,0.0355,0.06,0,0
0.91,0.99866,0.6567839999999999,0.976,0.9,1,1
0.92,0.99678,0.386492,0.8295,0.37,0,0
0.0,0.03431,0.14222,0.0291,0.02,0,0
0.92,0.99997,0.7752100000000001,0.9781,0.89,0,1
0.03,0.00788,0.103515,0.0251,0.06,0,0
0.03,0.19863,0.222705,0.0094,0.02,0,0
0.02,0.05816,0.1488209999999999,0.0459,0.02,0,0
0.32,0.75688,0.123593,0.3,0.19,0,1
0.87,0.99985,0.611229,0.926,0.9,0,1
0.01,0.04244,0.131591,0.0181,0.01,0,0
0.02,0.0820299999999999,0.121188,0.021,0.03,0,0
0.01,0.00765,0.168627,0.0448,0.02,0,0
0.02,0.01176,0.0844085,0.0551,0.07,0,0
0.01,0.13741,0.105192,0.1281,0.02,0,0
0.97,0.99929,0.8728319999999999,0.9673,0.88,0,1
0.01,0.01264,0.117137,0.0215,0.02,0,0
0.66,0.8739,0.4350899999999999,0.8304,0.47,0,0
0.79,0.97225,0.375642,0.107,0.24,0,0
0.03,0.30058,0.174639,0.0291,0.02,0,0
0.22,0.9935700000000002,0.367861,0.3584,0.61,0,1
0.22,0.99999,0.621954,0.9799,0.84,0,1
0.01,0.03039,0.10303,0.0295,0.02,0,0
0.79,0.99931,0.681609,0.691,0.71,0,1
0.34,0.6870499999999999,0.2661719999999999,0.0023,0.4,0,0
0.01,0.05167,0.1279,0.0134,0.02,0,0
0.03,0.29625,0.319374,0.0732,0.1,0,0
0.01,0.24568,0.0947684999999999,0.0182,0.06,0,0
0.57,0.6903199999999999,0.429128,0.7371,0.8,0,1
0.87,0.99868,0.6830149999999999,0.8016,0.88,1,1
0.03,0.39238,0.297313,0.0061,0.04,0,0
0.5,0.8929299999999999,0.7384470000000001,0.3579,0.62,0,1
0.12,0.99601,0.108886,0.149,0.78,0,1
0.77,0.99031,0.663061,0.4624,0.19,0,1
0.03,0.0320899999999999,0.168766,0.1049,0.03,0,0
0.03,0.13824,0.113103,0.0066,0.1,0,0
0.01,0.06737,0.101736,0.0334,0.02,0,0
0.08,0.79391,0.0783413,0.0552,0.03,0,1
0.02,0.68743,0.212575,0.0276,0.04,0,0
0.03,0.1691,0.124572,0.0162,0.04,0,0
0.89,0.99797,0.80523,0.7861,0.82,0,1
0.68,0.99177,0.468729,0.9399,0.86,1,1
0.06,0.00473,0.1003,0.0033,0.02,0,0
0.01,0.24982,0.109633,0.0232,0.03,0,0
0.21,0.9443,0.338125,0.0329,0.36,0,0
0.01,0.06716,0.105494,0.0211,0.02,0,0
0.9,0.99987,0.835407,0.8562000000000001,0.82,0,1
0.0,0.00788,0.135156,0.0074,0.03,0,0
0.65,0.97645,0.622961,0.3836,0.43,0,0
0.81,0.99736,0.524617,0.5558,0.75,0,1
0.84,0.99547,0.790381,0.9391,0.83,0,1
0.01,0.03516,0.209986,0.0372,0.02,0,0
0.62,0.97869,0.337741,0.8875,0.78,1,1
0.02,0.14852,0.0869529,0.0221,0.01,0,0
0.54,0.9939,0.162371,0.3775,0.56,0,1
0.71,0.8990299999999999,0.437229,0.9857,0.79,0,0
0.61,0.95069,0.6532420000000001,0.9805,0.65,0,1
0.05,0.01508,0.283391,0.0221,0.04,0,0
0.69,0.99471,0.690519,0.6713,0.77,0,1
0.53,0.99784,0.635447,0.7502,0.68,0,1
0.75,0.99336,0.4499579999999999,0.3471,0.71,0,1
0.05,0.1725099999999999,0.0855067,0.0479,0.03,0,0
0.02,0.33094,0.454948,0.0971,0.04,0,0
0.04,0.27,0.120697,0.0591,0.3,0,0
0.04,0.01075,0.10668,0.0616,0.01,0,0
0.02,0.0928,0.102403,0.015,0.01,0,0
0.63,0.98818,0.7280719999999999,0.5359,0.33,0,1
0.95,0.99999,0.706167,0.9595,0.93,0,0
0.95,0.99921,0.563675,0.95,0.65,0,1
0.02,0.09973,0.156829,0.0158,0.02,0,0
0.01,0.00769,0.227136,0.052,0.02,0,0
0.35,0.9542,0.544093,0.1156,0.19,0,0
0.02,0.00598,0.168936,0.0054,0.03,0,0
0.55,0.97712,0.315355,0.0327,0.36,0,1
0.84,0.98988,0.344323,0.7448,0.33,0,1
0.94,0.99996,0.786763,0.8712000000000001,0.91,1,1
0.01,0.0697,0.139543,0.0892,0.02,0,0
0.86,0.93833,0.7137300000000001,0.8964,0.87,0,1
0.88,0.99907,0.605021,0.7005,0.63,0,1
0.65,0.99834,0.463116,0.6805,0.86,0,1
0.06,0.0921,0.1313369999999999,0.005,0.03,0,0
0.31,0.99737,0.191047,0.7331,0.7,0,0
0.01,0.0120299999999999,0.14049,0.0034,0.01,0,0
0.91,0.99991,0.762933,0.9472,0.93,0,0
0.01,0.04861,0.125917,0.0135,0.01,0,0
0.01,0.03152,0.117041,0.0065,0.02,0,0
0.81,0.99616,0.6664570000000001,0.7651,0.57,0,1
0.81,0.99958,0.500057,0.9092,0.64,0,1
0.04,0.4226300000000001,0.228529,0.0347,0.13,0,1
0.01,0.0915,0.1361,0.0202,0.03,0,0
0.97,0.00608,0.155475,0.0021,0.02,0,0
0.02,0.02151,0.0867579,0.0056,0.04,0,0
0.93,0.9953299999999998,0.483808,0.9778,0.93,0,0
0.97,0.99977,0.8531569999999999,0.9166,0.82,1,1
0.74,0.9964299999999998,0.7462439999999999,0.3115,0.54,0,1
0.92,0.99243,0.4473479999999999,0.2226,0.87,0,1
0.01,0.00921,0.0802339,0.0426,0.01,0,0
0.96,0.99969,0.8076059999999999,0.9983,0.9,1,1
0.01,0.08609,0.254402,0.0445,0.07,0,0
0.35,0.98809,0.102267,0.0467,0.32,0,1
0.01,0.21391,0.16312,0.0086,0.03,0,0
0.02,0.15162,0.168096,0.3461,0.05,0,0
0.4,0.53482,0.303921,0.0385,0.35,1,0
0.7,0.75346,0.3745489999999999,0.287,0.5,0,0
0.01,0.07186,0.1182059999999999,0.0025,0.01,0,0
0.98,0.99999,0.854167,0.9781,0.87,0,1
0.91,0.99994,0.6246269999999999,0.408,0.91,0,1
0.02,0.00772,0.0981677,0.0683,0.01,0,0
0.01,0.3747,0.186595,0.0055,0.03,0,0
0.3,0.7404000000000001,0.45456,0.398,0.15,0,0
0.8,0.9947399999999998,0.587655,0.8126000000000001,0.84,1,1
0.0,0.0071,0.0779843,0.0036,0.02,0,0
0.01,0.03805,0.114063,0.006,0.02,0,0
0.01,0.09971,0.140823,0.0084,0.11,0,1
0.59,0.97982,0.544488,0.024,0.52,0,0
0.05,0.94558,0.1701089999999999,0.0764,0.04,0,0
0.9,0.993,0.735805,0.7089,0.65,0,1
0.71,0.91512,0.412711,0.3862,0.53,0,1
0.72,0.91055,0.310404,0.4172,0.81,0,1
0.26,0.8073899999999999,0.119317,0.4903,0.19,0,1
0.71,0.99871,0.4279409999999999,0.8045,0.37,0,1
0.73,0.99697,0.572917,0.5722999999999999,0.34,0,0
0.83,0.99833,0.710587,0.5754,0.68,0,0
0.01,0.4429,0.11957,0.0112,0.02,0,0
0.93,0.99892,0.759509,0.8925,0.82,0,1
0.02,0.36284,0.165539,0.0228,0.03,0,1
0.01,0.02362,0.0864707,0.0251,0.02,0,0
0.89,0.99947,0.6402140000000001,0.984,0.88,0,0
0.01,0.6998899999999999,0.185128,0.0273,0.02,0,0
0.01,0.08746,0.0980346,0.0431,0.02,0,0
0.02,0.01846,0.138792,0.0031,0.04,0,0
0.44,0.22902,0.517988,0.7339,0.51,0,0
0.92,0.99989,0.665277,0.8779,0.85,0,0
0.95,0.99993,0.8712639999999999,0.97,0.82,1,1
0.01,0.08564,0.15734,0.1914,0.02,0,0
0.05,0.03538,0.112894,0.2135,0.03,0,0
0.01,0.15204,0.1705229999999999,0.01,0.04,0,0
0.01,0.01183,0.0858236,0.008,0.02,0,0
0.71,0.99407,0.405052,0.5217,0.79,0,1
0.01,0.00626,0.111918,0.0024,0.02,0,0
0.87,0.99932,0.5187189999999999,0.3797,0.91,0,1
0.01,0.03581,0.100731,0.0103,0.08,0,0
0.0,0.00467,0.0601585,0.0042,0.01,0,0
0.93,0.99862,0.6726449999999999,0.7025,0.86,1,1
0.03,0.05194,0.1074,0.0179,0.08,0,0
0.82,0.9999,0.903479,0.6908,0.5,0,1
0.02,0.01192,0.123321,0.2154,0.05,0,0
0.09,0.39325,0.144229,0.0069,0.05,0,0
0.02,0.10419,0.225057,0.0204,0.08,0,0
0.05,0.0274,0.085729,0.0052,0.03,0,0
0.71,0.96831,0.623093,0.8908,0.85,0,0
0.01,0.10305,0.0733972,0.0015,0.02,0,0
0.98,0.99987,0.8906100000000001,0.9977,0.94,1,1
0.0,0.01998,0.104066,0.0069,0.01,0,0
0.75,0.1593,0.255044,0.0161,0.21,0,0
0.08,0.98963,0.380298,0.0226,0.13,0,0
0.03,0.22643,0.31771,0.0449,0.02,0,0
0.78,0.99932,0.316399,0.9413,0.84,0,1
0.19,0.4959699999999999,0.3138559999999999,0.0281,0.35,0,0
0.09,0.02916,0.200094,0.5203,0.26,0,0
0.94,0.99996,0.6598820000000001,0.9169,0.84,1,1
0.98,0.57285,0.176085,0.1212,0.07,0,0
0.98,0.99999,0.923119,0.9823,0.93,1,1
0.97,0.99997,0.635946,0.9919,0.94,1,1
0.4,0.82762,0.1575369999999999,0.3786,0.6,0,1
0.01,0.05484,0.102375,0.011,0.02,0,0
0.15,0.92088,0.245127,0.0077,0.23,0,0
0.58,0.96541,0.3413469999999999,0.1549,0.53,0,1
0.97,0.99988,0.742624,0.9685,0.87,1,1
0.03,0.0575799999999999,0.22188,0.0851,0.05,0,0
0.02,0.18119,0.1631919999999999,0.0198,0.04,0,0
0.04,0.99888,0.5684210000000001,0.2383,0.78,0,1
0.09,0.97341,0.508378,0.0492,0.22,0,1
0.05,0.75988,0.0955125,0.0074,0.12,0,0
0.9,0.99994,0.6696989999999999,0.7337,0.83,0,1
0.23,0.36122,0.239641,0.1694,0.6,1,0
0.91,0.99995,0.690379,0.8805,0.81,0,1
0.89,0.99631,0.5865290000000001,0.0692,0.54,0,1
0.96,0.99988,0.894066,0.9239,0.69,1,1
0.04,0.60763,0.171406,0.0181,0.06,0,0
0.95,0.99961,0.7863060000000001,0.5185,0.72,0,1
0.65,0.97331,0.358515,0.3873,0.22,0,1
0.03,0.11137,0.1757989999999999,0.0519,0.02,0,0
0.01,0.02254,0.125153,0.0169,0.01,0,0
0.04,0.38062,0.209405,0.0848,0.15,0,0
0.66,0.99131,0.5667369999999999,0.185,0.42,0,0
0.72,0.99042,0.516393,0.0823,0.5,0,1
0.55,0.07529,0.1347549999999999,0.1877,0.08,0,0
0.95,0.9998,0.6705490000000001,0.9421,0.75,0,1
0.49,0.0660299999999999,0.171012,0.104,0.1,0,0
0.79,0.69843,0.225888,0.5672999999999999,0.13,0,1
0.96,0.99995,0.8579979999999999,0.9662,0.57,0,1
0.09,0.27184,0.192892,0.0761,0.13,0,0
0.99,1.0,0.8613059999999999,0.9959,0.96,1,1
0.02,0.71028,0.121283,0.1567,0.02,0,0
0.82,0.99999,0.8135140000000001,0.9844,0.87,0,1
0.01,0.11106,0.117881,0.0346,0.02,0,0
0.91,0.99392,0.7866479999999999,0.9405,0.82,1,0
0.94,0.9992299999999998,0.7829130000000001,0.9856,0.91,1,1
0.89,0.99989,0.702186,0.7833,0.92,0,1
0.88,0.99944,0.642979,0.7993000000000001,0.81,0,1
0.14,0.05934,0.0712882,0.0351,0.03,0,0
0.03,0.38963,0.108146,0.0346,0.11,0,0
0.84,0.01859,0.199565,0.1234,0.02,0,0
0.98,0.99995,0.8552850000000001,0.9984,0.92,1,1
0.92,0.99976,0.7536799999999999,0.9657,0.92,0,1
0.83,0.99965,0.7935139999999999,0.6945999999999999,0.75,0,1
0.89,0.99999,0.750787,0.939,0.69,1,0
0.92,0.99968,0.6870040000000001,0.6389,0.89,1,1
0.05,0.99909,0.688963,0.9935,0.9,1,0
0.33,0.97035,0.441704,0.2945,0.23,0,0
0.93,0.99896,0.6874250000000001,0.9798,0.77,1,1
0.01,0.0069999999999999,0.189846,0.0269,0.14,0,0
0.01,0.0716,0.13308,0.0377,0.02,0,0
0.87,0.99974,0.706861,0.7382,0.67,0,1
0.01,0.02558,0.120304,0.0124,0.03,0,0
0.0,0.14287,0.124898,0.0126,0.01,0,0
0.0,0.00657,0.126867,0.049,0.02,0,0
0.98,0.99934,0.8648879999999999,0.9855,0.9,0,1
0.02,0.00546,0.0715777,0.0166,0.01,0,0
0.06,0.0083299999999999,0.130688,0.0446,0.02,0,0
0.03,0.07138,0.0810571,0.0522,0.02,0,0
0.82,0.99901,0.676042,0.9645,0.65,0,0
0.98,0.99994,0.787467,0.9536,0.88,1,1
0.94,0.99997,0.8708319999999999,0.9668,0.82,0,1
0.79,0.99131,0.749106,0.969,0.86,1,1
0.88,0.99908,0.7053159999999999,0.8820999999999999,0.89,1,1
0.02,0.04607,0.116978,0.1293,0.02,0,0
0.97,0.99996,0.6985380000000001,0.9979,0.95,1,1
0.9,0.99931,0.800009,0.7725,0.62,0,1
0.59,0.79238,0.710952,0.616,0.59,0,1
0.02,0.03884,0.127623,0.0024,0.02,0,0
0.9,0.91344,0.345551,0.8762000000000001,0.77,0,1
0.04,0.31665,0.249003,0.2898,0.05,0,0
0.28,0.45364,0.195223,0.2057,0.08,0,1
0.01,0.01192,0.0876492,0.0015,0.09,0,0
0.9,0.99997,0.7079840000000001,0.8367,0.93,0,1
0.51,0.95774,0.20185,0.1477,0.47,0,1
0.03,0.6852199999999999,0.12905,0.1661,0.08,0,0
0.04,0.5455,0.163817,0.0131,0.12,0,0
0.01,0.00635,0.0791297,0.0171,0.08,0,0
0.56,0.99978,0.604093,0.9677,0.78,0,1
0.99,0.99999,0.848485,0.9957,0.94,1,1
0.82,0.99963,0.370588,0.7232999999999999,0.72,0,1
0.93,0.98664,0.449794,0.9762,0.56,0,1
0.01,0.79455,0.1967829999999999,0.0232,0.02,0,0
0.05,0.14635,0.300646,0.0285,0.02,0,0
0.01,0.1112799999999999,0.0984683,0.0487,0.02,0,0
0.7,0.84073,0.745634,0.4254,0.76,0,1
0.01,0.63762,0.2211719999999999,0.1007,0.03,0,0
0.88,0.99673,0.7050379999999999,0.1363,0.45,0,1
0.01,0.02299,0.11476,0.0153,0.03,0,0
0.04,0.0161,0.1190359999999999,0.0265,0.01,0,0
0.02,0.44993,0.1403319999999999,0.0143,0.04,0,1
0.27,0.96731,0.459533,0.4643,0.68,0,1
0.1,0.8790100000000001,0.1663629999999999,0.4878,0.28,0,1
0.02,0.02138,0.0901636,0.0086,0.04,0,0
0.04,0.92484,0.404002,0.115,0.18,0,1
0.05,0.0512799999999999,0.178391,0.1465,0.02,0,0
0.02,0.1214599999999999,0.183247,0.006,0.07,0,0
0.96,0.99927,0.679732,0.9962,0.94,0,1
0.02,0.55669,0.221728,0.0386,0.1,0,0
0.02,0.0078,0.0857718,0.0053,0.05,0,0
0.02,0.09829,0.104391,0.0038,0.02,0,0
0.01,0.01769,0.10791,0.0481,0.02,0,0
0.01,0.1420799999999999,0.142931,0.0352,0.04,0,0
0.94,0.99875,0.868618,0.8242,0.79,0,1
0.02,0.8827200000000001,0.266067,0.0173,0.19,0,0
0.1,0.66786,0.27873,0.4446,0.1,0,0
0.07,0.09619,0.13089,0.0175,0.02,0,0
0.94,0.99981,0.7238060000000001,0.9824,0.88,1,1
0.94,0.99996,0.8365309999999999,0.7483,0.93,1,1
0.02,0.0850099999999999,0.141008,0.0066,0.02,0,0
0.1,0.91402,0.312698,0.1563,0.08,0,0
0.01,0.19175,0.0956776,0.0021,0.02,0,0
0.98,0.99988,0.6635380000000001,0.9922,0.74,0,1
0.03,0.96525,0.369816,0.7372,0.55,0,1
0.02,0.01177,0.141262,0.0252,0.04,0,0
0.82,0.9896700000000002,0.442483,0.9487,0.84,0,1
0.71,0.91179,0.273508,0.154,0.2,0,0
0.57,0.93316,0.4664939999999999,0.4529,0.62,0,1
0.89,0.99928,0.6760010000000001,0.7934,0.76,0,1
0.87,0.99978,0.7730319999999999,0.8334,0.32,0,1
0.02,0.00824,0.141461,0.0221,0.02,0,0
0.55,0.98196,0.7166239999999999,0.0066,0.15,0,0
0.77,0.99858,0.707037,0.5787,0.91,0,0
0.97,0.99994,0.778856,0.9812,0.96,1,1
0.02,0.4867800000000001,0.0944578,0.0197,0.14,0,0
0.03,0.16062,0.10554,0.2295,0.15,0,0
0.02,0.6281899999999999,0.221451,0.0152,0.11,0,0
0.08,0.1015399999999999,0.3955,0.3618,0.08,0,0
0.98,0.99951,0.849571,0.9488,0.76,1,1
0.01,0.22304,0.168415,0.0081999999999999,0.01,0,0
0.02,0.39484,0.308679,0.1507,0.02,0,0
0.01,0.16242,0.12489,0.0272,0.01,0,0
0.03,0.03228,0.115848,0.0039,0.02,0,0
0.08,0.34189,0.170208,0.3315999999999999,0.03,0,1
0.58,0.8187899999999999,0.292833,0.7056,0.29,0,1
0.5,0.99987,0.7108289999999999,0.0739,0.36,0,0
0.26,0.99806,0.188973,0.6227,0.76,0,1
0.03,0.07312,0.0929511,0.0517,0.01,1,0
0.08,0.94159,0.189779,0.0443,0.14,0,0
0.9,0.99999,0.762085,0.8306,0.9,0,1
0.8,0.9997,0.7597520000000001,0.7152,0.56,0,1
0.56,0.99361,0.6747679999999999,0.0896,0.37,0,0
0.55,0.99663,0.326215,0.6493000000000001,0.74,1,1
0.01,0.51731,0.298954,0.0089,0.05,0,0
0.02,0.0131199999999999,0.245585,0.0102,0.03,0,0
0.95,0.99994,0.6591549999999999,0.6762999999999999,0.83,0,1
0.94,0.99994,0.816106,0.9599,0.88,0,1
0.98,0.99996,0.8784209999999999,0.9938,0.94,1,1
0.1,0.02895,0.182552,0.0377,0.02,0,0
0.01,0.00836,0.232133,0.0187,0.02,0,1
0.05,0.47722,0.149614,0.0419,0.08,0,0
0.83,0.99383,0.377818,0.3041,0.07,0,1
0.99,1.0,0.782759,0.9917,0.93,1,1
0.01,0.02173,0.112844,0.0362,0.03,0,0
0.01,0.02212,0.107975,0.0243,0.03,0,0
0.02,0.54614,0.2289449999999999,0.0102,0.22,0,0
0.2,0.91391,0.285855,0.2295,0.58,1,1
0.13,0.21883,0.210251,0.0038,0.02,0,0
0.02,0.02664,0.23092,0.0524,0.07,0,0
0.02,0.23509,0.17162,0.0131,0.05,0,0
0.89,0.99946,0.7901640000000001,0.4421,0.79,0,1
0.02,0.05759,0.0891455999999999,0.0379,0.03,0,0
0.01,0.16014,0.108599,0.009,0.02,0,0
0.86,0.99916,0.484517,0.7816,0.3,0,1
0.76,0.92663,0.402099,0.9487,0.93,1,1
0.64,0.97925,0.463346,0.5165,0.48,0,1
0.01,0.00937,0.0600637,0.0038,0.02,0,0
0.84,0.96575,0.220119,0.9106,0.86,0,1
0.02,0.0847899999999999,0.108301,0.0037,0.06,0,0
0.61,0.8862399999999999,0.548983,0.4421,0.36,0,1
0.58,0.9799,0.464538,0.2957,0.69,0,1
0.69,0.98137,0.541774,0.5870000000000001,0.71,0,1
0.03,0.05459,0.13737,0.0059,0.02,0,0
0.01,0.00717,0.0599865,0.0198,0.02,0,0
0.01,0.01,0.0818959,0.0072,0.02,0,0
0.94,0.99999,0.807192,0.9611,0.84,1,1
0.7,0.94816,0.382157,0.9064,0.85,1,1
0.53,0.97198,0.424459,0.0321,0.36,0,1
0.01,0.11504,0.11211,0.0582,0.01,0,0
0.02,0.0078,0.0809781999999999,0.037,0.02,0,0
0.01,0.15472,0.167794,0.0803999999999999,0.02,0,0
0.36,0.7115699999999999,0.250721,0.0337,0.09,0,1
0.1,0.12346,0.270563,0.0394,0.04,0,0
0.01,0.05499,0.173671,0.0129,0.02,0,0
0.3,0.9685700000000002,0.561505,0.9289,0.76,0,0
0.16,0.8096800000000001,0.346523,0.0116,0.03,0,0
0.98,0.99997,0.8757980000000001,0.9963,0.93,1,1
